genus	statistic	p.value	parameter	method	C	CWM	FRM	RM	p.value.adj	day
Phyllobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Phyllobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Porphyromonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Proteobacteria Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Proteus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Pseudomonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Pyramidobacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Ralstonia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Romboutsia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Roseburia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Rothia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Ruminococcus2	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Senegalimassilia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Sphingomonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Staphylococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Stenotrophomonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Stomatobaculum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Subdoligranulum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Succiniclasticum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Succinivibrio	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Sutterella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Veillonella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Veillonellaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Verrucomicrobia Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Weissella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Bacteroidales Unclassified	36.64838446918274	5.460989602271134e-8	3	Kruskal-Wallis rank sum test	0	0	0.017499999999999998	0	1.8567364647721856e-6	10
Unclassified	30.212537672011823	1.2450452160107023e-6	3	Kruskal-Wallis rank sum test	0.0095	0	0.002	0	2.116576867218194e-5	10
Firmicutes Unclassified	27.25330800751239	5.2096400008411125e-6	3	Kruskal-Wallis rank sum test	0.005	0	0	0	5.904258667619928e-5	10
Porphyromonadaceae Unclassified	24.930764481365067	1.5963814475280256e-5	3	Kruskal-Wallis rank sum test	0.28700000000000003	5e-4	0.5075000000000001	0.0725	1.3569242303988218e-4	10
Oscillibacter	19.094793864275665	2.613331273223748e-4	3	Kruskal-Wallis rank sum test	0.0055	0	5e-4	0	0.0017770652657921485	10
Akkermansia	17.00002737326179	7.067332310775499e-4	3	Kruskal-Wallis rank sum test	0.005	0.167	0.049	0.0715	0.0036961290365077385	10
Clostridiales Unclassified	16.843857669003217	7.609677428104168e-4	3	Kruskal-Wallis rank sum test	0.0145	0	0.0015	5e-4	0.0036961290365077385	10
Acetatifactor	15.765979239998488	0.0012663875732801565	3	Kruskal-Wallis rank sum test	0.011	0.0035	0	0.0015	0.005382147186440665	10
Ruminococcaceae Unclassified	14.98488472252766	0.0018296116758494904	3	Kruskal-Wallis rank sum test	0.030000000000000002	0.0125	0.002	0.004	0.0069118663309869635	10
Lachnospiraceae Unclassified	12.288789172230114	0.006456608766624683	3	Kruskal-Wallis rank sum test	0.246	0.238	0.066	0.1005	0.021952469806523923	10
Bacteroides	10.668576807779491	0.013659883212433143	3	Kruskal-Wallis rank sum test	0.2415	0.4765	0.27849999999999997	0.584	0.042221457202066076	10
Coriobacteriaceae Unclassified	9.413580246913575	0.02426871810943744	3	Kruskal-Wallis rank sum test	5e-4	0	0.001	0	0.06876136797673942	10
Butyricicoccus	8.794091166332251	0.03215760672143735	3	Kruskal-Wallis rank sum test	0.001	0	0	5e-4	0.08410450988683615	10
Anaeroplasma	7.702702702702748	0.052572635611157	3	Kruskal-Wallis rank sum test	0	0	0	0	0.1276764007699527	10
Peptostreptococcaceae Unclassified	7.408350798000966	0.059960667972057166	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.13591084740332957	10
Olsenella	6.771230636301925	0.0795581454739304	3	Kruskal-Wallis rank sum test	0	0	0.001	0	0.1591162909478608	10
Turicibacter	6.8341027397260214	0.07737772832953708	3	Kruskal-Wallis rank sum test	0.010499999999999999	0.0495	0.027999999999999997	0.006500000000000001	0.1591162909478608	10
Blautia	6.299800099950021	0.09790123066736968	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.1751916759310826	10
Pseudoflavonifractor	6.403500114429566	0.09354690414226648	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.1751916759310826	10
Clostridium IV	5.9180030472058744	0.11566842221691871	3	Kruskal-Wallis rank sum test	5e-4	5e-4	0	0	0.1966363177687618	10
Lactobacillus	5.628451676528594	0.13115448727618828	3	Kruskal-Wallis rank sum test	0.0165	0.023	0.0075	0.017	0.2123453603519239	10
Alistipes	5.333333333333318	0.1489540067114208	3	Kruskal-Wallis rank sum test	0	0	0	0	0.23020164673583215	10
Clostridium XlVa	5.113843967325315	0.16364823081598168	3	Kruskal-Wallis rank sum test	0.006	0.014499999999999999	0.0025	0.0045000000000000005	0.24191477598884245	10
Enterobacteriaceae Unclassified	4.799855546626872	0.18705320308565024	3	Kruskal-Wallis rank sum test	0.001	0.003	0.0025	0.001	0.26499203770467117	10
Bifidobacterium	4.524832502337178	0.2100859512989766	3	Kruskal-Wallis rank sum test	0	0	0.001	0	0.2857168937666082	10
Erysipelotrichaceae Unclassified	4.400478621915786	0.22134101192347172	3	Kruskal-Wallis rank sum test	5e-4	0.001	0	5e-4	0.28944593866915536	10
Dorea	4.050653594771256	0.2560461496001348	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3224284846816512	10
Clostridia Unclassified	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.33971367450259704	10
Ruminococcus	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.33971367450259704	10
Clostridium XlVb	2.8008534201254673	0.4233594481758022	3	Kruskal-Wallis rank sum test	0.001	5e-4	0	5e-4	0.46432971735410555	10
Veillonella	2.8263888888888666	0.419174239465745	3	Kruskal-Wallis rank sum test	0	0	0	0	0.46432971735410555	10
Streptococcus	2.407936507936492	0.4921589542019222	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5229188888395423	10
Clostridium sensu stricto	2.1666666666667296	0.5385438054098499	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5548633146646939	10
Enterorhabdus	0.42446957135838487	0.9351425353984784	3	Kruskal-Wallis rank sum test	0	0	0	0	0.9351425353984784	10
Acetitomaculum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Acetobacteraceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Acidaminococcaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Acidaminococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Actinobacillus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Actinomyces	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Actinomycetales Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Aerococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Aestuariispira	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Alloprevotella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Alphaproteobacteria Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Anaerofustis	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Anaerostipes	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Anaerotruncus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Atopobium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Atopostipes	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Aurantimonadaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Bacillaceae 1 Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Bacillales Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Bacilli Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Bacillus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Bacteroidetes Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Barnesiella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Betaproteobacteria Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Bifidobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Bilophila	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Brachybacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Bradyrhizobium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Brucellaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Burkholderia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Burkholderiales Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Butyricimonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Butyrivibrio	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Campylobacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Carnobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Catonella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Chitinophagaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Cloacibacillus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Cloacibacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Clostridiaceae 1 Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Clostridiales Incertae Sedis XIII Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Clostridium XI	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Clostridium XVIII	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Collinsella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Comamonadaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Corynebacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Curvibacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Cystobacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Desulfovibrio	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Devosia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Dialister	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Dysgonomonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Enterococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Escherichia/Shigella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Eubacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Faecalibacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Finegoldia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Flavobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Flavobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Flavonifractor	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Fusicatenibacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Fusobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Fusobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Gemella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Gemmata	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Geobacillus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Granulicatella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Hungatella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Hyphomicrobium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Janthinobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Jeotgalicoccus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Lactobacillaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Lactobacillales Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Lactococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Leptotrichia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Listeria	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Lysobacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Mannheimia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Marmoricola	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Megasphaera	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Methylobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Morganella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Mucispirillum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Neisseria	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Neisseriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Odoribacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Parabacteroides	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Paraprevotella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Parasutterella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Parvimonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Pasteurellaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Pectinatus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Peptoniphilus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Peptostreptococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Phascolarctobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Phenylobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Phocaeicola	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Phyllobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Phyllobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Porphyromonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Prevotella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Proteobacteria Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Proteus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Pseudomonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Pyramidobacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Ralstonia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Romboutsia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Roseburia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Rothia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Ruminococcus2	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Senegalimassilia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Sphingomonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Staphylococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Stenotrophomonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Stomatobaculum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Subdoligranulum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Succiniclasticum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Succinivibrio	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Sutterella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Terrisporobacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Veillonellaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Verrucomicrobia Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Weissella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	10
Bacteroidales Unclassified	40.686064318529894	7.622584782056191e-9	3	Kruskal-Wallis rank sum test	0	0	0.013999999999999999	0	3.0490339128224763e-7	15
Unclassified	30.787867746746215	9.421165605865739e-7	3	Kruskal-Wallis rank sum test	0.006500000000000001	0	0	0	1.8842331211731476e-5	15
Porphyromonadaceae Unclassified	26.82649615295614	6.401624809552277e-6	3	Kruskal-Wallis rank sum test	0.351	0	0.4615	0.075	8.535499746069703e-5	15
Firmicutes Unclassified	25.65903700189754	1.1240942105004404e-5	3	Kruskal-Wallis rank sum test	0.004	0	0.001	0	1.1240942105004403e-4	15
Peptostreptococcaceae Unclassified	23.489489085659653	3.19249443051163e-5	3	Kruskal-Wallis rank sum test	0	0.0115	0	0	2.553995544409304e-4	15
Clostridiales Unclassified	22.932505489446093	4.171250555549706e-5	3	Kruskal-Wallis rank sum test	0.0325	0.002	0.018500000000000003	0	2.780833703699804e-4	15
Anaeroplasma	18.284821986258592	3.8418468566308667e-4	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.002195341060931924	15
Butyricicoccus	17.941877584966736	4.5215837186301865e-4	3	Kruskal-Wallis rank sum test	0.001	0	0.001	0.002	0.0022607918593150933	15
Oscillibacter	17.383384819064442	5.893443411030517e-4	3	Kruskal-Wallis rank sum test	0.008	0.001	0.002	0	0.00261930818268023	15
Acetatifactor	16.19982946554149	0.0010318699310272778	3	Kruskal-Wallis rank sum test	0.011	0.001	0.0045000000000000005	0.001	0.004127479724109111	15
Alistipes	14.062939178638356	0.0028207215505332505	3	Kruskal-Wallis rank sum test	0	0	0.002	0	0.010257169274666364	15
Ruminococcaceae Unclassified	13.242843246718081	0.004139818021993799	3	Kruskal-Wallis rank sum test	0.032	0.0135	0.0135	0.008	0.013799393406645998	15
Akkermansia	12.184444421923141	0.0067773129676424035	3	Kruskal-Wallis rank sum test	0.0025	0.138	0.081	0.1555	0.020853270669668935	15
Enterobacteriaceae Unclassified	7.823398707213177	0.049806063737438726	3	Kruskal-Wallis rank sum test	0.0015	0.0045000000000000005	0	0	0.14230303924982493	15
Bacteroides	6.467821556132805	0.09094021727442637	3	Kruskal-Wallis rank sum test	0.241	0.47750000000000004	0.1335	0.45399999999999996	0.2264839549449928	15
Clostridium IV	6.338458994708996	0.09625568085162194	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2264839549449928	15
Coriobacteriaceae Unclassified	6.610300925925945	0.08541254554257474	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.2264839549449928	15
Bacteroidetes Unclassified	5.999999999999857	0.11161022509471959	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2480227224327102	15
Blautia	5.70413829442281	0.12692610354936465	3	Kruskal-Wallis rank sum test	0	5e-4	0	0	0.26721284957760977	15
Clostridium XlVa	5.034715134318616	0.16927270953627077	3	Kruskal-Wallis rank sum test	0.007	0.012	0.0025	0.0035	0.3335078817662807	15
Clostridium XlVb	4.838646869661333	0.18400073574299197	3	Kruskal-Wallis rank sum test	0.001	0	0.001	0	0.3335078817662807	15
Erysipelotrichaceae Unclassified	4.640387072729199	0.20010472905976842	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.3335078817662807	15
Lactobacillus	4.746821189143886	0.19130299891247143	3	Kruskal-Wallis rank sum test	0.03	0.0305	0.0325	0.010499999999999999	0.3335078817662807	15
Turicibacter	4.712084651364003	0.19413515576626217	3	Kruskal-Wallis rank sum test	0.017499999999999998	0.03949999999999999	0.002	0.0235	0.3335078817662807	15
Bifidobacterium	4.310257253819488	0.22985226962802421	3	Kruskal-Wallis rank sum test	0.002	0	0	0	0.336719099895068	15
Burkholderiales Unclassified	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.336719099895068	15
Clostridia Unclassified	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.336719099895068	15
Ruminococcus	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.336719099895068	15
Streptococcus	3.3292682926830044	0.3435897737405894	3	Kruskal-Wallis rank sum test	0	0	0	0	0.47391692929736473	15
Lachnospiraceae Unclassified	3.2422685372771425	0.355758952014207	3	Kruskal-Wallis rank sum test	0.252	0.2655	0.16999999999999998	0.10400000000000001	0.47434526935227594	15
Enterorhabdus	2.9093577348066235	0.40581259364645916	3	Kruskal-Wallis rank sum test	0	0	0.001	0	0.507265742058074	15
Olsenella	2.90942307692309	0.4058022126709869	3	Kruskal-Wallis rank sum test	0	0	5e-4	0	0.507265742058074	15
Enterococcus	2.7771849593496403	0.42726946297933044	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5179023793688854	15
Phyllobacteriaceae Unclassified	2.4999999999998384	0.4752910833430492	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5431898095349134	15
Staphylococcus	2.4999999999998384	0.4752910833430492	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5431898095349134	15
Anaerotruncus	1.6250000000000375	0.6537346161371136	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6704970421919113	15
Faecalibacterium	1.6250000000000375	0.6537346161371136	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6704970421919113	15
Pseudoflavonifractor	1.7975438525909382	0.6154695668251887	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.6704970421919113	15
Veillonella	1.6250000000000375	0.6537346161371136	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6704970421919113	15
Dorea	1.4475378787878999	0.6944303862894734	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6944303862894734	15
Acetitomaculum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Acetobacteraceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Acidaminococcaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Acidaminococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Actinobacillus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Actinomyces	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Actinomycetales Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Aerococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Aestuariispira	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Alloprevotella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Alphaproteobacteria Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Anaerofustis	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Anaerostipes	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Atopobium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Atopostipes	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Aurantimonadaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Bacillaceae 1 Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Bacillales Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Bacilli Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Bacillus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Barnesiella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Betaproteobacteria Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Bifidobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Bilophila	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Brachybacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Bradyrhizobium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Brucellaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
Burkholderia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	15
